voter,year,timestamp,player,value
John Delcos,2014,0,Mark McGwire,0
John Erardi,2014,0,Mark McGwire,0
John Harper,2014,0,Mark McGwire,0
John Hickey,2014,0,Mark McGwire,1
John Perrotto,2014,0,Mark McGwire,0
John Romano,2014,0,Mark McGwire,0
John Shea,2014,0,Mark McGwire,0
John Tomase,2014,0,Mark McGwire,1
Jon Becker,2014,0,Mark McGwire,0
Jon Heyman,2014,0,Mark McGwire,0
Jorge Ebro,2014,0,Mark McGwire,0
Jose de Jesus Ortiz,2014,0,Mark McGwire,0
Josh Dubow,2014,0,Mark McGwire,0
Juan C Rodriguez,2014,0,Mark McGwire,0
Juan Vene,2014,0,Mark McGwire,0
Ken Daley,2014,0,Mark McGwire,0
Ken Davidoff,2014,0,Mark McGwire,0
Ken Fidlin,2014,0,Mark McGwire,0
Ken Gurnick,2014,0,Mark McGwire,0
Ken Rosenthal,2014,0,Mark McGwire,0
Kevin Kernan,2014,0,Mark McGwire,0
Kevin Modesti,2014,0,Mark McGwire,1
Kirby Arnold,2014,0,Mark McGwire,0
La Velle Neal,2014,0,Mark McGwire,0
Larry Stone,2014,0,Mark McGwire,0
Lawrence Rocca,2014,0,Mark McGwire,0
Lisa Nehus Saxon,2014,0,Mark McGwire,0
Lowell Hickey,2014,0,Mark McGwire,0
Lyle Spencer,2014,0,Mark McGwire,0
Lynn Henning,2014,0,Mark McGwire,0
Marc Lancaster,2014,0,Mark McGwire,0
Marc Maturo,2014,0,Mark McGwire,0
Marc Topkin,2014,0,Mark McGwire,1
Marcos Breton,2014,0,Mark McGwire,0
Mark Camps,2014,0,Mark McGwire,0
Mark Faller,2014,0,Mark McGwire,0
Mark Gonzales,2014,0,Mark McGwire,0
Mark Hale,2014,0,Mark McGwire,0
Mark Herrmann,2014,0,Mark McGwire,0
Mark Kiszla,2014,0,Mark McGwire,0
Mark Kreidler,2014,0,Mark McGwire,0
Mark Newman,2014,0,Mark McGwire,0
Mark Purdy,2014,0,Mark McGwire,0
Mark Saxon,2014,0,Mark McGwire,0
Mark Zuckerman,2014,0,Mark McGwire,0
Martin Fennelly,2014,0,Mark McGwire,0
Marty Noble,2014,0,Mark McGwire,0
Mel Antonen,2014,0,Mark McGwire,0
Michael Hunt,2014,0,Mark McGwire,0
Michael Knisley,2014,0,Mark McGwire,0
Michael Silverman,2014,0,Mark McGwire,0
Mike Bass,2014,0,Mark McGwire,0
Mike Bauman,2014,0,Mark McGwire,0
Mike Berardino,2014,0,Mark McGwire,0
Mike Dodd,2014,0,Mark McGwire,0
Mike Downey,2014,0,Mark McGwire,0
Mike Dyer,2014,0,Mark McGwire,0
Mike Fine,2014,0,Mark McGwire,0
Mike Fitzpatrick,2014,0,Mark McGwire,0
Mike Hart,2014,0,Mark McGwire,0
Mike Imrem,2014,0,Mark McGwire,1
Mike Lefkow,2014,0,Mark McGwire,1
Mike Nadel,2014,0,Mark McGwire,0
Mike Puma,2014,0,Mark McGwire,0
Mike Shalin,2014,0,Mark McGwire,0
Mike Vaccaro,2014,0,Mark McGwire,0
Monte Poole,2014,0,Mark McGwire,0
Moss Klein,2014,0,Mark McGwire,0
Murray Chass,2014,0,Mark McGwire,0
Nick Cafardo,2014,0,Mark McGwire,0
Pat Caputo,2014,0,Mark McGwire,0
Patrick Reusse,2014,0,Mark McGwire,0
Paul Bodi,2014,0,Mark McGwire,0
Paul Daugherty,2014,0,Mark McGwire,0
Paul Doyle,2014,0,Mark McGwire,0
Paul Gutierrez,2014,0,Mark McGwire,0
Paul Hagen,2014,0,Mark McGwire,0
Paul Hoynes,2014,0,Mark McGwire,0
Paul Sullivan,2014,0,Mark McGwire,0
Pedro Gomez,2014,0,Mark McGwire,0
Pete Caldera,2014,0,Mark McGwire,0
Peter Abraham,2014,0,Mark McGwire,0
Peter Botte,2014,0,Mark McGwire,0
Peter Gammons,2014,0,Mark McGwire,0
Peter Kerasotis,2014,0,Mark McGwire,0
Peter Pascarelli,2014,0,Mark McGwire,0
Phil Arvia,2014,0,Mark McGwire,0
Phil Hersh,2014,0,Mark McGwire,0
Phil Rogers,2014,0,Mark McGwire,0
Randy Miller,2014,0,Mark McGwire,0
Ray Ratto,2014,0,Mark McGwire,0
Rich Chere,2014,0,Mark McGwire,0
Richard Griffin,2014,0,Mark McGwire,0
Richard Justice,2014,0,Mark McGwire,0
Richard Shook,2014,0,Mark McGwire,0
Rick Gosselin,2014,0,Mark McGwire,0
Rick Hurd,2014,0,Mark McGwire,0
Rick Morrissey,2014,0,Mark McGwire,0
Rick Plumlee,2014,0,Mark McGwire,0
Rick Telander,2014,0,Mark McGwire,0
Rob Biertempfel,2014,0,Mark McGwire,0
Rob Maaddi,2014,0,Mark McGwire,1
Rob Parker,2014,0,Mark McGwire,1
Rob Rains,2014,0,Mark McGwire,0
Roberto Colon,2014,0,Mark McGwire,0
Roch Kubatko,2014,0,Mark McGwire,0
Roger Mooney,2014,0,Mark McGwire,0
Roger Rubin,2014,0,Mark McGwire,0
Ron Blum,2014,0,Mark McGwire,1
Ron Chimelis,2014,0,Mark McGwire,0
Ron Cook,2014,0,Mark McGwire,0
Ron Kroichick,2014,0,Mark McGwire,0
Ross Newhan,2014,0,Mark McGwire,0
Russ White,2014,0,Mark McGwire,0
Scot Gregor,2014,0,Mark McGwire,0
Scott Miller,2014,0,Mark McGwire,0
Scott Priestle,2014,0,Mark McGwire,0
Sean Horgan,2014,0,Mark McGwire,0
Sean McAdam,2014,0,Mark McGwire,0
Serge Touchette,2014,0,Mark McGwire,0
Seth Livingstone,2014,0,Mark McGwire,1
Shi Davidi,2014,0,Mark McGwire,0
Stan McNeal,2014,0,Mark McGwire,0
Stephen Jacobson,2014,0,Mark McGwire,0
Steve Aschburner,2014,0,Mark McGwire,0
Steve Buckley,2014,0,Mark McGwire,0
Steve Kornacki,2014,0,Mark McGwire,1
Steve Serby,2014,0,Mark McGwire,0
Steve Simmons,2014,0,Mark McGwire,0
Steven Gietschier,2014,0,Mark McGwire,0
Steven Goldman,2014,0,Mark McGwire,0
Steven Marcus,2014,0,Mark McGwire,0
Susan Slusser,2014,0,Mark McGwire,0
TR Sullivan,2014,0,Mark McGwire,0
Teddy Greenstein,2014,0,Mark McGwire,0
Terence Moore,2014,0,Mark McGwire,0
Thom Loverro,2014,0,Mark McGwire,0
Tim Brown,2014,0,Mark McGwire,0
Tim Cowlishaw,2014,0,Mark McGwire,0
Tim Kawakami,2014,0,Mark McGwire,0
Tim Kurkjian,2014,0,Mark McGwire,0
Tom DAngelo,2014,0,Mark McGwire,0
Tom Dienhart,2014,0,Mark McGwire,0
Tom Haudricourt,2014,0,Mark McGwire,0
Tom Keegan,2014,0,Mark McGwire,0
Tom Powers,2014,0,Mark McGwire,0
Tom Singer,2014,0,Mark McGwire,0
Tom Verducci,2014,0,Mark McGwire,0
Tom Yantz,2014,0,Mark McGwire,0
Tony DeMarco,2014,0,Mark McGwire,0
Tony Massarotti,2014,0,Mark McGwire,0
Tracy Ringolsby,2014,0,Mark McGwire,0
Troy Renck,2014,0,Mark McGwire,0
Wallace Matthews,2014,0,Mark McGwire,0
Warren Mayes,2014,0,Mark McGwire,0
Wayne Monroe,2014,0,Mark McGwire,0
Adam Mertz,2015,41643,Pedro Martinez,1
Adam Rubin,2015,41601,Pedro Martinez,1
Alan Greenwood,2015,41632,Pedro Martinez,1
Andrew Baggarly,2015,41643,Pedro Martinez,1
Ann Killion,2015,41643,Pedro Martinez,1
Anonymous,2015,41640,Pedro Martinez,1
Anonymous Blank Ballot,2015,41643,Pedro Martinez,0
Anthony McCarron,2015,41643,Pedro Martinez,1
Anthony Rieber,2015,41643,Pedro Martinez,1
Art Spander,2015,41626,Pedro Martinez,1
Aurelio Moreno,2015,41630,Pedro Martinez,1
Barry Bloom,2015,41625,Pedro Martinez,1
Barry Rozner,2015,41626,Pedro Martinez,1
Barry Stanton,2015,41641,Pedro Martinez,1
Bernie Miklasz,2015,41636,Pedro Martinez,1
Bernie Wilson,2015,41633,Pedro Martinez,1
Bill Ballou,2015,41612,Pedro Martinez,1
Bill Christine,2015,41645,Pedro Martinez,1
Bill Griffith,2015,41643,Pedro Martinez,1
Bill Madden,2015,41643,Pedro Martinez,1
Bill Plunkett,2015,41645,Pedro Martinez,1
Bob Hertzel,2015,41625,Pedro Martinez,1
Bob Herzog,2015,41638,Pedro Martinez,1
Bob Hohler,2015,41629,Pedro Martinez,1
Bob Klapisch,2015,41625,Pedro Martinez,1
Bob Kuenster,2015,41645,Pedro Martinez,1
Bob Nightengale,2015,41642,Pedro Martinez,1
Bob Ryan,2015,41629,Pedro Martinez,1
Bob Sansevere,2015,41635,Pedro Martinez,1
Bob Sherwin,2015,41642,Pedro Martinez,1
Brendan Roberts,2015,41641,Pedro Martinez,1
Brian Costello,2015,41632,Pedro Martinez,1
Brian Heyman,2015,41643,Pedro Martinez,1
Bruce Jenkins,2015,41643,Pedro Martinez,1
Bruce Miles,2015,41640,Pedro Martinez,1
C Trent Rosecrans,2015,41630,Pedro Martinez,1
Carl Steward,2015,41610,Pedro Martinez,1
Carlos Frias,2015,41630,Pedro Martinez,1
Carrie Muskat,2015,41642,Pedro Martinez,1
Carter Gaddis,2015,41643,Pedro Martinez,1
Chaz Scoggins,2015,41645,Pedro Martinez,1
Chris Assenheimer,2015,41642,Pedro Martinez,1
Chris Bahr,2015,41620,Pedro Martinez,1
Chris DeLuca,2015,41630,Pedro Martinez,1
Chris Elsberry,2015,41643,Pedro Martinez,0
Chris Haft,2015,41642,Pedro Martinez,1
Chris Long,2015,41645,Pedro Martinez,1
Claire Smith,2015,41641,Pedro Martinez,1
Dan Gelston,2015,41642,Pedro Martinez,1
Dan Graziano,2015,41641,Pedro Martinez,1
Dan McGrath,2015,41645,Pedro Martinez,1
Dan Shaughnessy,2015,41622,Pedro Martinez,1
Danny Knobler,2015,41645,Pedro Martinez,1
Dave Albee,2015,41644,Pedro Martinez,1
Dave Cunningham,2015,41645,Pedro Martinez,1
Dave Krieger,2015,41619,Pedro Martinez,1
David Ammenheuser,2015,41632,Pedro Martinez,1
David Barron,2015,41645,Pedro Martinez,1
David Borges,2015,41616,Pedro Martinez,1
David Lariviere,2015,41629,Pedro Martinez,1
David Lennon,2015,41636,Pedro Martinez,1
David Leon Moore,2015,41645,Pedro Martinez,1
Dejan Kovacevic,2015,41639,Pedro Martinez,1
Dennis Maffezzoli,2015,41643,Pedro Martinez,1
Dennis Manoloff,2015,41643,Pedro Martinez,1
Dennis Semrau,2015,41642,Pedro Martinez,1
Derrick Goold,2015,41635,Pedro Martinez,1
Dom Amore,2015,41643,Pedro Martinez,1
Don Burke,2015,41643,Pedro Martinez,1
Drew Olson,2015,41643,Pedro Martinez,1
Ed Hilt,2015,41643,Pedro Martinez,1
Eduardo Almada,2015,41641,Pedro Martinez,1
Eric Nunez,2015,41636,Pedro Martinez,1
Evan Grant,2015,41624,Pedro Martinez,1
Frank Clines,2015,41645,Pedro Martinez,1
Fred Klein,2015,41621,Pedro Martinez,1
Fred McMane,2015,41631,Pedro Martinez,1
Fred Mitchell,2015,41639,Pedro Martinez,1
Gabe Lacques,2015,41638,Pedro Martinez,1
Garry Brown,2015,41608,Pedro Martinez,1
Garry D Howard,2015,41645,Pedro Martinez,1
Gary Shelton,2015,41643,Pedro Martinez,1
Gene Myers,2015,41633,Pedro Martinez,1
Geoff Baker,2015,41643,Pedro Martinez,1
George A King III,2015,41643,Pedro Martinez,1
George Willis,2015,41643,Pedro Martinez,1
Gil LeBreton,2015,41644,Pedro Martinez,1
Glenn Schwarz,2015,41645,Pedro Martinez,1
Gordon Edes,2015,41633,Pedro Martinez,1
Greg Cote,2015,41643,Pedro Martinez,1
Gregg Patton,2015,41645,Pedro Martinez,1
Gregg Wong,2015,41645,Pedro Martinez,1
Guy Curtright,2015,41643,Pedro Martinez,1
Hal Bodley,2015,41642,Pedro Martinez,1
Hal McCoy,2015,41644,Pedro Martinez,1
Henry Hecht,2015,41626,Pedro Martinez,1
Henry Schulman,2015,41643,Pedro Martinez,1
Herbert Stutz,2015,41645,Pedro Martinez,1
Hirokazu Higuchi,2015,41645,Pedro Martinez,1
Howard Bryant,2015,41641,Pedro Martinez,1
Ian OConnor,2015,41641,Pedro Martinez,1
Ivy McLemore,2015,41639,Pedro Martinez,1
Jack Curry,2015,41642,Pedro Martinez,1
Jack Magruder,2015,41634,Pedro Martinez,1
Jack McCaffery,2015,41609,Pedro Martinez,1
Jay Dunn,2015,41609,Pedro Martinez,1
Jay Greenberg,2015,41645,Pedro Martinez,1
Jayson Stark,2015,41641,Pedro Martinez,1
Jeff Blair,2015,41642,Pedro Martinez,1
Jeff Fletcher,2015,41643,Pedro Martinez,1
Jeff Horrigan,2015,41645,Pedro Martinez,1
Jeff Jacobs,2015,41626,Pedro Martinez,1
Jeff Passan,2015,41618,Pedro Martinez,1
Jeff Schultz,2015,41642,Pedro Martinez,1
Jeffrey Flanagan,2015,41630,Pedro Martinez,1
Jerry Crasnick,2015,41630,Pedro Martinez,1
Jerry Green,2015,41640,Pedro Martinez,1
Jim Alexander,2015,41643,Pedro Martinez,1
Jim Caple,2015,41641,Pedro Martinez,1
Jim Ferguson,2015,41645,Pedro Martinez,1
Jim Hawkins,2015,41645,Pedro Martinez,1
Jim Henneman,2015,41643,Pedro Martinez,1
Jim Ingraham,2015,41640,Pedro Martinez,1
Jim Street,2015,41642,Pedro Martinez,1
Joe Carnicelli,2015,41630,Pedro Martinez,1
Joe Christensen,2015,41645,Pedro Martinez,1
Joe Haakenson,2015,41627,Pedro Martinez,1
Joe Henderson,2015,41621,Pedro Martinez,1
Joe Hoppel,2015,41645,Pedro Martinez,1
Joe Posnanski,2015,41642,Pedro Martinez,1
Joe Rutter,2015,41643,Pedro Martinez,1
Joel Sherman,2015,41643,Pedro Martinez,1
John Altavilla,2015,41643,Pedro Martinez,1
John Black,2015,41645,Pedro Martinez,1
John Delcos,2015,41633,Pedro Martinez,1
John Fay,2015,41643,Pedro Martinez,1
John Harper,2015,41643,Pedro Martinez,1
John McGrath,2015,41630,Pedro Martinez,1
John Nadel,2015,41645,Pedro Martinez,1
John Perrotto,2015,41641,Pedro Martinez,1
John Shea,2015,41643,Pedro Martinez,1
John Tomase,2015,41638,Pedro Martinez,1
Jon Heyman,2015,41635,Pedro Martinez,1
Jorge Ebro,2015,41631,Pedro Martinez,1
Jose de Jesus Ortiz,2015,41625,Pedro Martinez,1
Josh Dubow,2015,41632,Pedro Martinez,1
Juan C Rodriguez,2015,41645,Pedro Martinez,1
Juan Vene,2015,41633,Pedro Martinez,1
Ken Daley,2015,41643,Pedro Martinez,1
Ken Davidoff,2015,41640,Pedro Martinez,1
Ken Fidlin,2015,41645,Pedro Martinez,1
Ken Rosenthal,2015,41627,Pedro Martinez,1
Kevin Cooney,2015,41623,Pedro Martinez,1
Kevin Kernan,2015,41642,Pedro Martinez,1
Kevin Modesti,2015,41643,Pedro Martinez,1
Kirby Arnold,2015,41643,Pedro Martinez,1
La Velle Neal,2015,41643,Pedro Martinez,1
Larry Stone,2015,41618,Pedro Martinez,1
Lawrence Rocca,2015,41642,Pedro Martinez,0
Leslie Gibson McCarthy,2015,41645,Pedro Martinez,1
Lisa Nehus Saxon,2015,41645,Pedro Martinez,1
Lyle Spencer,2015,41642,Pedro Martinez,1
Marc Lancaster,2015,41636,Pedro Martinez,1
Marc Maturo,2015,41645,Pedro Martinez,1
Marc Topkin,2015,41627,Pedro Martinez,1
Marcos Breton,2015,41641,Pedro Martinez,1
Mark Camps,2015,41630,Pedro Martinez,1
Mark Faller,2015,41626,Pedro Martinez,1
Mark Gonzales,2015,41639,Pedro Martinez,1
Mark Hale,2015,41632,Pedro Martinez,1
Mark Herrmann,2015,41642,Pedro Martinez,1
Mark Kreidler,2015,41634,Pedro Martinez,1
Mark Newman,2015,41642,Pedro Martinez,1
Mark Purdy,2015,41642,Pedro Martinez,1
Mark Saxon,2015,41633,Pedro Martinez,1
Mark Zuckerman,2015,41643,Pedro Martinez,1
Marty Noble,2015,41626,Pedro Martinez,1
Mel Antonen,2015,41631,Pedro Martinez,1
Michael Chesnick,2015,41645,Pedro Martinez,1
Michael Gee,2015,41618,Pedro Martinez,1
Michael Knisley,2015,41641,Pedro Martinez,1
Michael Martinez,2015,41641,Pedro Martinez,1
Michael Silverman,2015,41631,Pedro Martinez,1
Mike Bass,2015,41635,Pedro Martinez,1
Mike Bauman,2015,41642,Pedro Martinez,1
Mike Berardino,2015,41634,Pedro Martinez,0
Mike Dyer,2015,41601,Pedro Martinez,1
Mike Imrem,2015,41640,Pedro Martinez,1
Mike Lefkow,2015,41630,Pedro Martinez,1
Mike Nadel,2015,41629,Pedro Martinez,1
Mike Puma,2015,41642,Pedro Martinez,1
Mike Shalin,2015,41630,Pedro Martinez,1
Mike Vaccaro,2015,41625,Pedro Martinez,1
Nick Cafardo,2015,41629,Pedro Martinez,1
Nick Canepa,2015,41643,Pedro Martinez,1
Nick Pietruszkiewicz,2015,41641,Pedro Martinez,1
Pat Caputo,2015,41642,Pedro Martinez,1
Paul Bodi,2015,41645,Pedro Martinez,1
Paul Daugherty,2015,41643,Pedro Martinez,1
Paul Doyle,2015,41642,Pedro Martinez,1
Paul Gutierrez,2015,41641,Pedro Martinez,1
Paul Sullivan,2015,41639,Pedro Martinez,1
Pedro Gomez,2015,41641,Pedro Martinez,1
Pete Caldera,2015,41642,Pedro Martinez,1
Peter Abraham,2015,41629,Pedro Martinez,1
Peter Botte,2015,41628,Pedro Martinez,1
Peter Gammons,2015,41636,Pedro Martinez,1
Peter Pascarelli,2015,41641,Pedro Martinez,1
Phil Hersh,2015,41639,Pedro Martinez,1
Phil Rogers,2015,41628,Pedro Martinez,1
Randy Miller,2015,41641,Pedro Martinez,1
Ray Ratto,2015,41643,Pedro Martinez,1
Richard Griffin,2015,41642,Pedro Martinez,1
Richard Justice,2015,41642,Pedro Martinez,1
Rick Gosselin,2015,41640,Pedro Martinez,0
Rick Hurd,2015,41642,Pedro Martinez,1
Rick Plumlee,2015,41623,Pedro Martinez,1
Rob Biertempfel,2015,41642,Pedro Martinez,1
Rob Maaddi,2015,41277,Pedro Martinez,1
Rob Parker,2015,41642,Pedro Martinez,1
Rob Rains,2015,41643,Pedro Martinez,1
Roberto Colon,2015,41642,Pedro Martinez,1
Roch Kubatko,2015,41643,Pedro Martinez,1
Roger Mooney,2015,41642,Pedro Martinez,1
Roger Rubin,2015,41643,Pedro Martinez,1
Ron Chimelis,2015,41622,Pedro Martinez,1
Ron Kroichick,2015,41643,Pedro Martinez,1
Ross Newhan,2015,41634,Pedro Martinez,1
Russ White,2015,41641,Pedro Martinez,1
Sam Carchidi,2015,41638,Pedro Martinez,1
Scot Gregor,2015,41640,Pedro Martinez,1
Scott Miller,2015,41642,Pedro Martinez,1
Scott Priestle,2015,41625,Pedro Martinez,1
Sean Horgan,2015,41635,Pedro Martinez,1
Shi Davidi,2015,41643,Pedro Martinez,1
Stan McNeal,2015,41642,Pedro Martinez,1
Stave Aschburner,2015,41642,Pedro Martinez,1
Stephen Jacobson,2015,41626,Pedro Martinez,1
Steve Buckley,2015,41628,Pedro Martinez,1
Steve Henson,2015,41645,Pedro Martinez,1
Steve Kornacki,2015,41645,Pedro Martinez,1
Steve Popper,2015,41629,Pedro Martinez,1
Steve Simmons,2015,41627,Pedro Martinez,1
Steven Gietschier,2015,41645,Pedro Martinez,1
Steven Goldman,2015,41645,Pedro Martinez,1
Steven Marcus,2015,41642,Pedro Martinez,1
Susan Slusser,2015,41642,Pedro Martinez,1
TR Sullivan,2015,41631,Pedro Martinez,1
Teddy Greenstein,2015,41639,Pedro Martinez,1
Terence Moore,2015,41642,Pedro Martinez,1
Thom Loverro,2015,41625,Pedro Martinez,1
Tim Cowlishaw,2015,41640,Pedro Martinez,1
Tim Kawakami,2015,41631,Pedro Martinez,1
Tim Kurkjian,2015,41641,Pedro Martinez,1
Tom DAngelo,2015,41626,Pedro Martinez,1
Tom Haudricourt,2015,41642,Pedro Martinez,1
Tom Keegan,2015,41643,Pedro Martinez,1
Tom Singer,2015,41642,Pedro Martinez,1
Tom Verducci,2015,41639,Pedro Martinez,1
Tom Yantz,2015,41643,Pedro Martinez,1
Tony DeMarco,2015,41643,Pedro Martinez,1
Tony Massarotti,2015,41629,Pedro Martinez,1
Tracy Ringolsby,2015,41642,Pedro Martinez,1
Troy Renck,2015,41643,Pedro Martinez,1
Wayne Monroe,2015,41637,Pedro Martinez,1
Adam Mertz,2015,41643,Randy Johnson,1
Adam Rubin,2015,41601,Randy Johnson,1
Alan Greenwood,2015,41632,Randy Johnson,1
Andrew Baggarly,2015,41643,Randy Johnson,1
Ann Killion,2015,41643,Randy Johnson,1
Anonymous,2015,41640,Randy Johnson,1
Anonymous Blank Ballot,2015,41643,Randy Johnson,0
Anthony McCarron,2015,41643,Randy Johnson,1
Anthony Rieber,2015,41643,Randy Johnson,1
Art Spander,2015,41626,Randy Johnson,1
Aurelio Moreno,2015,41630,Randy Johnson,1
Barry Bloom,2015,41625,Randy Johnson,1
Barry Rozner,2015,41626,Randy Johnson,1
Barry Stanton,2015,41641,Randy Johnson,1
Bernie Miklasz,2015,41636,Randy Johnson,1
Bernie Wilson,2015,41633,Randy Johnson,1
Bill Ballou,2015,41612,Randy Johnson,1
Bill Christine,2015,41645,Randy Johnson,1
Bill Griffith,2015,41643,Randy Johnson,1
Bill Madden,2015,41643,Randy Johnson,1
Bill Plunkett,2015,41645,Randy Johnson,1
Bob Hertzel,2015,41625,Randy Johnson,1
Bob Herzog,2015,41638,Randy Johnson,1
Bob Hohler,2015,41629,Randy Johnson,1
Bob Klapisch,2015,41625,Randy Johnson,1
Bob Kuenster,2015,41645,Randy Johnson,1
Bob Nightengale,2015,41642,Randy Johnson,1
Bob Ryan,2015,41629,Randy Johnson,1
Bob Sansevere,2015,41635,Randy Johnson,1
Bob Sherwin,2015,41642,Randy Johnson,1
Brendan Roberts,2015,41641,Randy Johnson,1
Brian Costello,2015,41632,Randy Johnson,1
Brian Heyman,2015,41643,Randy Johnson,1
Bruce Jenkins,2015,41643,Randy Johnson,1
Bruce Miles,2015,41640,Randy Johnson,1
C Trent Rosecrans,2015,41630,Randy Johnson,1
Carl Steward,2015,41610,Randy Johnson,1
Carlos Frias,2015,41630,Randy Johnson,1
Carrie Muskat,2015,41642,Randy Johnson,1
Carter Gaddis,2015,41643,Randy Johnson,1
Chaz Scoggins,2015,41645,Randy Johnson,1
Chris Assenheimer,2015,41642,Randy Johnson,1
Chris Bahr,2015,41620,Randy Johnson,1
Chris DeLuca,2015,41630,Randy Johnson,1
Chris Elsberry,2015,41643,Randy Johnson,1
Chris Haft,2015,41642,Randy Johnson,1
Chris Long,2015,41645,Randy Johnson,1
Claire Smith,2015,41641,Randy Johnson,1
Dan Gelston,2015,41642,Randy Johnson,1
Dan Graziano,2015,41641,Randy Johnson,1
Dan McGrath,2015,41645,Randy Johnson,1
Dan Shaughnessy,2015,41622,Randy Johnson,1
Danny Knobler,2015,41645,Randy Johnson,1
Dave Albee,2015,41644,Randy Johnson,1
Dave Cunningham,2015,41645,Randy Johnson,1
Dave Krieger,2015,41619,Randy Johnson,1
David Ammenheuser,2015,41632,Randy Johnson,1
David Barron,2015,41645,Randy Johnson,1
David Borges,2015,41616,Randy Johnson,1
David Lariviere,2015,41629,Randy Johnson,1
David Lennon,2015,41636,Randy Johnson,1
David Leon Moore,2015,41645,Randy Johnson,1
Dejan Kovacevic,2015,41639,Randy Johnson,1
Dennis Maffezzoli,2015,41643,Randy Johnson,1
Dennis Manoloff,2015,41643,Randy Johnson,1
Dennis Semrau,2015,41642,Randy Johnson,1
Derrick Goold,2015,41635,Randy Johnson,1
Dom Amore,2015,41643,Randy Johnson,1
Don Burke,2015,41643,Randy Johnson,1
Drew Olson,2015,41643,Randy Johnson,1
Ed Hilt,2015,41643,Randy Johnson,1
Eduardo Almada,2015,41641,Randy Johnson,1
Eric Nunez,2015,41636,Randy Johnson,1
Evan Grant,2015,41624,Randy Johnson,1
Frank Clines,2015,41645,Randy Johnson,1
Fred Klein,2015,41621,Randy Johnson,1
Fred McMane,2015,41631,Randy Johnson,1
Fred Mitchell,2015,41639,Randy Johnson,1
Gabe Lacques,2015,41638,Randy Johnson,1
Garry Brown,2015,41608,Randy Johnson,1
Garry D Howard,2015,41645,Randy Johnson,1
Gary Shelton,2015,41643,Randy Johnson,1
Gene Myers,2015,41633,Randy Johnson,1
Geoff Baker,2015,41643,Randy Johnson,1
George A King III,2015,41643,Randy Johnson,1
George Willis,2015,41643,Randy Johnson,0
Gil LeBreton,2015,41644,Randy Johnson,1
Glenn Schwarz,2015,41645,Randy Johnson,1
Gordon Edes,2015,41633,Randy Johnson,1
Greg Cote,2015,41643,Randy Johnson,1
Gregg Patton,2015,41645,Randy Johnson,1
Gregg Wong,2015,41645,Randy Johnson,1
Guy Curtright,2015,41643,Randy Johnson,1
Hal Bodley,2015,41642,Randy Johnson,1
Hal McCoy,2015,41644,Randy Johnson,1
Henry Hecht,2015,41626,Randy Johnson,1
Henry Schulman,2015,41643,Randy Johnson,1
Herbert Stutz,2015,41645,Randy Johnson,1
Hirokazu Higuchi,2015,41645,Randy Johnson,1
Howard Bryant,2015,41641,Randy Johnson,1
Ian OConnor,2015,41641,Randy Johnson,1
Ivy McLemore,2015,41639,Randy Johnson,1
Jack Curry,2015,41642,Randy Johnson,1
Jack Magruder,2015,41634,Randy Johnson,1
Jack McCaffery,2015,41609,Randy Johnson,1
Jay Dunn,2015,41609,Randy Johnson,1
Jay Greenberg,2015,41645,Randy Johnson,1
Jayson Stark,2015,41641,Randy Johnson,1
Jeff Blair,2015,41642,Randy Johnson,1
Jeff Fletcher,2015,41643,Randy Johnson,1
Jeff Horrigan,2015,41645,Randy Johnson,1
Jeff Jacobs,2015,41626,Randy Johnson,1
Jeff Passan,2015,41618,Randy Johnson,1
Jeff Schultz,2015,41642,Randy Johnson,1
Jeffrey Flanagan,2015,41630,Randy Johnson,1
Jerry Crasnick,2015,41630,Randy Johnson,1
Jerry Green,2015,41640,Randy Johnson,1
Jim Alexander,2015,41643,Randy Johnson,1
Jim Caple,2015,41641,Randy Johnson,1
Jim Ferguson,2015,41645,Randy Johnson,1
Jim Hawkins,2015,41645,Randy Johnson,1
Jim Henneman,2015,41643,Randy Johnson,1
Jim Ingraham,2015,41640,Randy Johnson,1
Jim Street,2015,41642,Randy Johnson,1
Joe Carnicelli,2015,41630,Randy Johnson,1
Joe Christensen,2015,41645,Randy Johnson,1
Joe Haakenson,2015,41627,Randy Johnson,1
Joe Henderson,2015,41621,Randy Johnson,1
Joe Hoppel,2015,41645,Randy Johnson,1
Joe Posnanski,2015,41642,Randy Johnson,1
Joe Rutter,2015,41643,Randy Johnson,1
Joel Sherman,2015,41643,Randy Johnson,1
John Altavilla,2015,41643,Randy Johnson,1
John Black,2015,41645,Randy Johnson,1
John Delcos,2015,41633,Randy Johnson,1
John Fay,2015,41643,Randy Johnson,1
John Harper,2015,41643,Randy Johnson,1
John McGrath,2015,41630,Randy Johnson,1
John Nadel,2015,41645,Randy Johnson,1
John Perrotto,2015,41641,Randy Johnson,1
John Shea,2015,41643,Randy Johnson,1
John Tomase,2015,41638,Randy Johnson,1
Jon Heyman,2015,41635,Randy Johnson,1
Jorge Ebro,2015,41631,Randy Johnson,1
Jose de Jesus Ortiz,2015,41625,Randy Johnson,1
Josh Dubow,2015,41632,Randy Johnson,1
Juan C Rodriguez,2015,41645,Randy Johnson,1
Juan Vene,2015,41633,Randy Johnson,1
Ken Daley,2015,41643,Randy Johnson,1
Ken Davidoff,2015,41640,Randy Johnson,1
Ken Fidlin,2015,41645,Randy Johnson,1
